customer_id,name,age_band,tenure_years,state,credit_score,num_products,checking_flag,savings_flag,deposit_balance,relationship_value_estimate
C0104589,Christopher Lee,55-64,14,CA,808,4,1,1,12209.0,60268.0
C0104590,Andre Farrell,35-44,9,NY,698,3,1,1,1448.0,222783.0
C0104591,Cody Jimenez,45-54,16,MA,772,3,1,1,25398.0,61286.0
C0104592,Jennifer Fletcher,55-64,10,CA,766,2,1,0,1925.0,135524.0
C0104593,Casey Murphy,35-44,20,OH,736,3,1,1,52169.0,196399.0
C0104594,Jennifer Edwards,35-44,19,PA,713,2,1,0,20433.0,86775.0
C0104595,Lacey Graves,65+,1,IL,728,2,1,0,15802.0,277697.0
C0104596,Richard Best,35-44,9,NY,745,1,0,0,16649.0,53313.0
C0104597,John Mcneil,35-44,5,PA,724,2,1,0,8085.0,111379.0
C0104598,Stephen Allen,35-44,10,VA,649,1,0,0,3154.0,49715.0
C0104599,Tina Solomon,35-44,3,CA,638,3,1,1,2617.0,88835.0
C0104600,Jennifer Townsend,45-54,11,TX,787,4,1,1,66282.0,104090.0
C0104601,Michelle Mcbride,65+,4,NY,601,3,1,1,9172.0,84333.0
C0104602,Aaron Webb,65+,13,WA,728,1,0,0,2126.0,197732.0
C0104603,Kathryn Clark,45-54,10,IL,709,2,1,0,15064.0,66851.0
C0104604,Matthew Doyle,45-54,20,CA,727,2,1,0,12228.0,52742.0
C0104605,Kiara Preston,35-44,18,GA,668,3,1,1,5458.0,92081.0
C0104606,Lisa Salazar MD,55-64,13,MI,735,1,0,0,2758.0,113961.0
C0104607,Rebecca Gibson,35-44,9,OH,729,2,1,0,19588.0,77039.0
C0104608,Kimberly Ryan,25-34,15,TX,820,3,1,1,25217.0,83890.0
C0104609,Amanda Cook,65+,14,AZ,725,1,0,0,11931.0,45940.0
C0104610,Mark Conner,55-64,3,WA,780,3,1,1,8829.0,128524.0
C0104611,Shawn Hickman,35-44,8,AZ,652,3,1,1,3169.0,83084.0
C0104612,Lisa Hall,45-54,20,MA,765,3,1,1,14412.0,92408.0
C0104613,Kevin Cole,45-54,7,PA,730,4,1,1,3783.0,129208.0
C0104614,Matthew Williams,35-44,1,OH,732,3,1,1,1760.0,47716.0
C0104615,Tanner King,35-44,17,MA,732,2,1,0,31279.0,98343.0
C0104616,Joseph Williams,25-34,19,OH,796,2,1,0,2355.0,85047.0
C0104617,Joann Sanders,45-54,14,WA,731,1,0,0,832.0,154877.0
C0104618,Tyler Lang,35-44,13,MI,684,1,0,0,38981.0,52368.0
C0104619,Robert Payne,45-54,8,AZ,692,2,1,0,999.0,39914.0
C0104620,Jonathan Cisneros,35-44,8,CA,756,1,0,0,5076.0,142716.0
C0104621,Margaret Torres,65+,19,NJ,740,1,0,0,2176.0,104427.0
C0104622,Amber Zhang,45-54,18,WA,651,3,1,1,3400.0,139561.0
C0104623,Matthew Roberts,55-64,10,FL,743,1,0,0,116878.0,89044.0
C0104624,David Hays,25-34,7,VA,671,1,0,0,7173.0,32914.0
C0104625,Erin Gardner,45-54,4,FL,739,2,1,0,12480.0,112022.0
C0104626,Michael Miller,55-64,1,AZ,683,1,0,0,20923.0,39111.0
C0104627,Theresa Smith,35-44,10,AZ,707,2,1,0,3729.0,151766.0
C0104628,Paul Scott,35-44,12,CA,695,1,0,0,29442.0,111844.0
C0104629,Megan Perry,35-44,14,GA,788,3,1,1,12724.0,53193.0
C0104630,Christina Martin,35-44,17,IL,738,2,1,0,20022.0,86865.0
C0104631,Timothy Collins,35-44,8,AZ,776,2,1,0,3396.0,167159.0
C0104632,Kimberly Jones,35-44,4,PA,820,1,0,0,13805.0,229609.0
C0104633,Dr. Sarah Smith,35-44,17,NJ,722,3,1,1,8017.0,235134.0
C0104634,Richard Bauer,45-54,16,TX,787,1,0,0,31436.0,71363.0
C0104635,Traci Wilson,25-34,11,NY,688,2,1,0,4237.0,46560.0
C0104636,Bryan Miranda,35-44,1,MA,776,1,0,0,92842.0,156413.0
C0104637,Julie Martinez,45-54,10,IL,683,1,0,0,12167.0,78937.0
C0104638,Diana Miller,35-44,13,VA,719,1,0,0,6973.0,77976.0
C0104639,Heather Hughes,35-44,18,MA,744,1,0,0,6059.0,53535.0
C0104640,Tony Swanson,35-44,11,MA,751,1,0,0,8037.0,250290.0
C0104641,Lisa Montes,25-34,10,CA,662,1,0,0,3811.0,168944.0
C0104642,Wendy Martin,45-54,8,NY,680,3,1,1,18035.0,186981.0
C0104643,Joseph Norris,25-34,9,NJ,747,2,1,0,7988.0,142391.0
C0104644,William Todd,35-44,1,AZ,703,2,1,0,83478.0,67827.0
C0104645,Gerald Price,65+,3,MA,657,1,0,0,4818.0,145560.0
C0104646,Ashley Hunt,65+,16,NJ,716,1,0,0,7011.0,76070.0
C0104647,Christy Lee,35-44,8,TX,714,4,1,1,4812.0,186741.0
C0104648,Patricia Adkins,35-44,18,VA,727,1,0,0,76332.0,139418.0
C0104649,Willie Perez,45-54,8,PA,743,3,1,1,1430.0,45940.0
C0104650,Susan Snyder,55-64,20,WA,740,2,1,0,9067.0,94418.0
C0104651,Jasmine Day,55-64,4,NC,685,2,1,0,11797.0,84704.0
C0104652,Andrew Chavez,25-34,4,FL,701,3,1,1,2093.0,42088.0
C0104653,Henry Huerta,25-34,12,WA,761,3,1,1,193266.0,119352.0
C0104654,Mariah Perry,35-44,17,MA,695,3,1,1,2653.0,172074.0
C0104655,Tracy Atkins,55-64,3,GA,702,2,1,0,8436.0,265547.0
C0104656,Ryan Wheeler,55-64,11,WA,652,1,0,0,61135.0,83522.0
C0104657,Audrey Taylor,25-34,5,CA,718,2,1,0,5166.0,131962.0
C0104658,Zachary Swanson MD,45-54,15,PA,735,1,0,0,9627.0,38592.0
C0104659,Amanda Conley,35-44,12,TX,631,2,1,0,5358.0,408731.0
C0104660,Eric Short,45-54,14,PA,671,2,1,0,7601.0,83400.0
C0104661,Scott Brown,65+,6,IL,656,1,0,0,29666.0,74503.0
C0104662,Victor Taylor,45-54,6,OH,755,3,1,1,4886.0,263402.0
C0104663,James Hernandez,25-34,13,PA,633,4,1,1,335.0,66751.0
C0104664,Jason Jones,45-54,8,NC,716,1,0,0,7789.0,158003.0
C0104665,Angela Parker,35-44,14,NY,752,1,0,0,8739.0,97047.0
C0104666,Alexander Zavala,55-64,4,IL,728,2,1,0,10245.0,123995.0
C0104667,Michael Kane,35-44,7,WA,700,1,0,0,6503.0,132044.0
C0104668,Lindsey York,55-64,3,NC,735,1,0,0,2878.0,66055.0
C0104669,Brandon Baker,35-44,2,CA,766,4,1,1,6038.0,46047.0
C0104670,Stephen White,35-44,6,PA,715,1,0,0,67389.0,210535.0
C0104671,Robert Hall,35-44,10,WA,619,1,0,0,7704.0,34185.0
C0104672,Ryan Pierce,25-34,3,FL,771,2,1,0,17738.0,763438.0
C0104673,Shannon Cain,35-44,2,AZ,738,1,0,0,2344.0,139032.0
C0104674,Laura Vaughn,45-54,18,PA,718,3,1,1,5712.0,65633.0
C0104675,Juan Evans,25-34,11,MI,630,3,1,1,2439.0,98825.0
C0104676,Nicole Williams,25-34,15,GA,706,2,1,0,38269.0,49687.0
C0104677,Jennifer Barrett,25-34,15,MI,680,1,0,0,1253.0,237793.0
C0104678,Anthony Jones,25-34,3,VA,665,3,1,1,12669.0,270595.0
C0104679,Leah Rodriguez,55-64,13,FL,713,2,1,0,12196.0,178794.0
C0104680,John Ward,65+,18,IL,695,2,1,0,11284.0,78563.0
C0104681,Deborah Garza,25-34,9,NC,698,2,1,0,486.0,72518.0
C0104682,Rebecca Miller,55-64,18,NY,753,2,1,0,715.0,167809.0
C0104683,Matthew Carroll,55-64,19,IL,731,1,0,0,9325.0,90540.0
C0104684,Lynn Smith,65+,11,AZ,697,2,1,0,2676.0,83950.0
C0104685,Michael Jackson,35-44,3,NY,691,2,1,0,3746.0,68157.0
C0104686,Sharon Hicks,35-44,13,FL,699,2,1,0,4869.0,274070.0
C0104687,Abigail Mills MD,45-54,18,NC,708,2,1,0,2290.0,89003.0
C0104688,Paula Lopez,55-64,12,TX,746,3,1,1,1862.0,208014.0
C0104689,Amy Clark,55-64,17,CA,673,3,1,1,8103.0,138470.0
C0104690,Cheryl Rose,45-54,11,AZ,785,2,1,0,823.0,78410.0
C0104691,Jared Garza,35-44,9,PA,746,1,0,0,4416.0,51859.0
C0104692,Donna Wright,55-64,19,TX,596,3,1,1,3638.0,35727.0
C0104693,Belinda Fisher,55-64,4,MI,723,3,1,1,7876.0,283876.0
C0104694,Kathleen Levine,35-44,9,GA,766,1,0,0,142147.0,69764.0
C0104695,Corey King,45-54,4,OH,737,3,1,1,2494.0,144930.0
C0104696,Cody Davidson,35-44,14,OH,701,4,1,1,13196.0,83865.0
C0104697,Michael Anderson,45-54,19,FL,717,2,1,0,10561.0,70341.0
C0104698,Zachary Mcgee,45-54,20,WA,728,1,0,0,15865.0,189982.0
C0104699,Melinda Anderson,55-64,5,CA,754,2,1,0,6273.0,96909.0
C0104700,Tyler Andrews,65+,15,GA,656,2,1,0,45695.0,50806.0
C0104701,Michelle Greer,35-44,18,PA,692,1,0,0,18441.0,62937.0
C0104702,Brian Clark,35-44,17,MI,793,1,0,0,18797.0,98783.0
C0104703,Nathaniel Floyd,35-44,11,NC,721,3,1,1,1485.0,122797.0
C0104704,Erika Jenkins,25-34,4,IL,788,2,1,0,9096.0,165448.0
C0104705,Melanie Ramos,35-44,10,NC,820,2,1,0,4395.0,167870.0
C0104706,Mark Clark,25-34,16,NY,697,2,1,0,2881.0,56556.0
C0104707,Sergio Hodge,35-44,13,TX,666,2,1,0,3821.0,60584.0
C0104708,Katherine Avery,35-44,8,AZ,708,2,1,0,7577.0,86606.0
C0104709,David Hamilton,35-44,5,MI,769,2,1,0,14018.0,36608.0
C0104710,Richard Bass,55-64,14,MI,775,1,0,0,26316.0,32826.0
C0104711,Kelly Harris,35-44,9,MA,820,2,1,0,24875.0,30740.0
C0104712,Dustin Campbell,45-54,10,AZ,718,1,0,0,11513.0,93331.0
C0104713,Randy Kennedy,65+,19,NC,741,3,1,1,8662.0,76607.0
C0104714,Ana Gibson,45-54,1,VA,687,2,1,0,5490.0,87355.0
C0104715,Danny Harris,35-44,5,GA,607,3,1,1,6020.0,73748.0
C0104716,Sara Stuart,35-44,19,NY,718,2,1,0,3177.0,306569.0
C0104717,John Kim,45-54,19,MI,668,1,0,0,4846.0,77868.0
C0104718,Richard Brewer,45-54,7,AZ,748,1,0,0,12389.0,109487.0
C0104719,William Arnold,25-34,20,AZ,635,1,0,0,51453.0,94607.0
C0104720,Brianna Adams,35-44,5,GA,686,2,1,0,6770.0,69204.0
C0104721,David Garcia,45-54,2,MA,732,3,1,1,3074.0,75606.0
C0104722,Kelli Collins,35-44,7,FL,736,1,0,0,25929.0,315242.0
C0104723,Arthur Krueger,45-54,11,CA,717,2,1,0,733.0,112421.0
C0104724,Steven King,25-34,1,OH,804,1,0,0,28333.0,116292.0
C0104725,Tyler Velazquez,35-44,4,NY,790,2,1,0,1452.0,84812.0
C0104726,Laura Middleton,55-64,16,MA,689,2,1,0,17829.0,132879.0
C0104727,Lori Madden,35-44,13,TX,792,1,0,0,4577.0,82519.0
C0104728,Tyler Murphy,45-54,13,NC,799,1,0,0,11909.0,290386.0
C0104729,Kristen Bradley,35-44,20,VA,714,3,1,1,98694.0,128522.0
C0104730,Corey Rodriguez,35-44,5,TX,722,2,1,0,2965.0,38876.0
C0104731,Phillip King,65+,18,CA,717,2,1,0,2439.0,121847.0
C0104732,Laurie Fuller,35-44,8,NC,690,2,1,0,8900.0,232130.0
C0104733,Toni Cunningham,35-44,19,AZ,695,1,0,0,50534.0,111454.0
C0104734,James Weber,65+,16,CA,779,3,1,1,10047.0,90841.0
C0104735,Erika Hodge,55-64,5,CA,739,3,1,1,8549.0,64277.0
C0104736,Peter Patel,45-54,5,AZ,695,2,1,0,9926.0,83810.0
C0104737,Jeffrey Hart DDS,25-34,11,MI,678,2,1,0,2427.0,114717.0
C0104738,Steven Hall,25-34,11,NJ,685,2,1,0,10047.0,125338.0
C0104739,Christine Gutierrez,45-54,5,PA,712,3,1,1,5057.0,151660.0
C0104740,Angel Becker DVM,35-44,6,PA,761,1,0,0,39615.0,225799.0
C0104741,Chad Rojas,35-44,18,GA,681,2,1,0,21112.0,28317.0
C0104742,Brent Scott,55-64,16,NY,760,1,0,0,1655.0,145766.0
C0104743,Jennifer Esparza,35-44,4,OH,728,3,1,1,5769.0,25887.0
C0104744,Stacy Orozco,25-34,15,MA,726,4,1,1,15269.0,136561.0
C0104745,Thomas Carr,25-34,4,VA,766,1,0,0,2495.0,127157.0
C0104746,David George,35-44,9,AZ,757,2,1,0,2219.0,216724.0
C0104747,Teresa Allen,45-54,1,GA,656,2,1,0,4655.0,70479.0
C0104748,Donald Jackson,55-64,13,VA,671,2,1,0,12251.0,78135.0
C0104749,Monica Howe,25-34,4,OH,709,1,0,0,28130.0,66883.0
C0104750,Willie Flynn PhD,35-44,5,MI,736,2,1,0,10705.0,78981.0
C0104751,Jonathan Perez,45-54,4,NJ,781,3,1,1,155563.0,18817.0
C0104752,April Horton,35-44,4,WA,722,4,1,1,3597.0,383553.0
C0104753,Nicole Hawkins,45-54,2,AZ,796,3,1,1,19701.0,206284.0
C0104754,Patrick Hooper,65+,12,TX,688,2,1,0,2141.0,37782.0
C0104755,Mary Lee,45-54,18,VA,695,1,0,0,56004.0,47632.0
C0104756,Cynthia Williams,35-44,7,NJ,706,1,0,0,41411.0,90547.0
C0104757,Ronald Gonzalez,65+,16,VA,683,2,1,0,19031.0,112976.0
C0104758,Antonio Cole,25-34,11,CA,772,2,1,0,1009.0,83605.0
C0104759,Amanda Swanson,65+,6,GA,595,3,1,1,18820.0,57525.0
C0104760,Holly Sherman,45-54,2,MA,697,2,1,0,3032.0,82160.0
C0104761,Sandy Reynolds,45-54,16,AZ,771,1,0,0,13966.0,211078.0
C0104762,Sandra Moore,65+,1,NY,705,1,0,0,1414.0,59628.0
C0104763,Christopher Johnson,45-54,9,GA,768,2,1,0,11203.0,208211.0
C0104764,Ryan Fisher,35-44,1,WA,818,1,0,0,5301.0,173673.0
C0104765,Christopher Jones,35-44,16,AZ,723,1,0,0,3185.0,104496.0
C0104766,Jeffrey Lyons,45-54,20,PA,772,1,0,0,16500.0,163938.0
C0104767,Miguel Reeves,45-54,7,WA,820,2,1,0,7619.0,68114.0
C0104768,Kiara Santana,35-44,7,WA,738,1,0,0,6336.0,44703.0
C0104769,Tonya Richards,55-64,12,FL,717,4,1,1,19626.0,112143.0
C0104770,Jesse Poole,45-54,11,CA,760,3,1,1,79598.0,109059.0
C0104771,Mary Lewis,35-44,8,CA,773,1,0,0,11280.0,236188.0
C0104772,Christopher Copeland,25-34,8,FL,718,3,1,1,928.0,89331.0
C0104773,Ethan Obrien,35-44,4,VA,698,2,1,0,1249.0,115784.0
C0104774,Rebecca Houston,25-34,6,IL,797,4,1,1,8802.0,60013.0
C0104775,Edward Barton,25-34,12,NJ,707,2,1,0,27771.0,121674.0
C0104776,Brandon Perkins,35-44,15,TX,773,1,0,0,9525.0,72399.0
C0104777,Beth Brown,25-34,16,MI,731,1,0,0,14971.0,182680.0
C0104778,Kim Vincent,35-44,11,VA,802,4,1,1,7551.0,98685.0
C0104779,Jennifer Banks,45-54,16,MA,681,4,1,1,25707.0,73531.0
C0104780,Ruth Brown,35-44,12,PA,681,2,1,0,16982.0,245205.0
C0104781,Shawn Lindsey,65+,8,NC,758,2,1,0,2384.0,66417.0
C0104782,Anthony Garrison,65+,8,GA,669,2,1,0,13868.0,155609.0
C0104783,Angela Ryan,45-54,11,IL,725,3,1,1,1273.0,50943.0
C0104784,Joseph Davis,65+,7,MI,789,2,1,0,13872.0,136068.0
C0104785,Joshua Clayton,55-64,16,NC,639,1,0,0,5773.0,181257.0
C0104786,John Massey,35-44,4,WA,738,1,0,0,9826.0,95182.0
C0104787,Richard Hale,55-64,2,CA,774,2,1,0,11954.0,61861.0
C0104788,Charles Ramos,25-34,10,NY,718,2,1,0,11361.0,65273.0
C0104789,Mark Miller,45-54,2,NC,678,3,1,1,44399.0,123273.0
C0104790,Julia Maldonado,45-54,4,NC,708,4,1,1,8441.0,334322.0
C0104791,Gail Johnson MD,25-34,8,AZ,682,1,0,0,10165.0,232920.0
C0104792,Maurice Johnson,35-44,1,NJ,723,3,1,1,39966.0,199415.0
C0104793,Amanda Morris,65+,5,CA,707,3,1,1,78918.0,65493.0
C0104794,Rhonda Willis,35-44,11,GA,696,2,1,0,7933.0,207146.0
C0104795,Connor Benton,35-44,8,WA,740,1,0,0,4383.0,179649.0
C0104796,Richard Ryan,35-44,18,AZ,791,2,1,0,4652.0,137189.0
C0104797,Richard Goodman,45-54,2,WA,734,4,1,1,13917.0,30740.0
C0104798,Michelle Mcneil,55-64,15,GA,780,2,1,0,6348.0,169675.0
C0104799,Michael Norton,55-64,12,TX,791,2,1,0,993.0,91532.0
C0104800,Donna Carter,35-44,13,NY,693,1,0,0,31184.0,161474.0
C0104801,Joshua Hernandez,35-44,14,WA,732,1,0,0,21557.0,36643.0
C0104802,Kimberly Mitchell,25-34,2,IL,700,2,1,0,32079.0,65508.0
C0104803,Patricia Hernandez,45-54,16,VA,653,2,1,0,40658.0,34744.0
C0104804,Donna Howell,55-64,7,CA,736,3,1,1,10186.0,153490.0
C0104805,James Williams,55-64,14,GA,672,2,1,0,11077.0,60585.0
C0104806,Alexander Greene,35-44,6,MA,741,1,0,0,27119.0,181667.0
C0104807,Dean Sanchez,45-54,8,NY,649,1,0,0,1885.0,206794.0
C0104808,Glenn Ward,35-44,15,CA,727,1,0,0,5308.0,103261.0
C0104809,Kendra Sullivan,45-54,19,PA,649,1,0,0,7546.0,99840.0
C0104810,Cynthia Hernandez,45-54,18,CA,750,1,0,0,24497.0,70373.0
C0104811,Darren Morris,45-54,15,MI,702,3,1,1,4246.0,238860.0
C0104812,Holly Underwood,45-54,11,FL,697,2,1,0,3448.0,71319.0
C0104813,Jaime Williams,65+,11,NY,770,3,1,1,4831.0,27197.0
C0104814,Lori Brown,35-44,20,NC,705,4,1,1,14236.0,155338.0
C0104815,Jason Chase,25-34,5,PA,724,1,0,0,7466.0,55040.0
C0104816,Lisa Buchanan,35-44,20,MI,711,3,1,1,1421.0,131534.0
C0104817,Marcus Fields,45-54,13,AZ,742,1,0,0,1800.0,66626.0
C0104818,Tammy Lopez,45-54,13,AZ,766,1,0,0,9546.0,92449.0
C0104819,Derek Williams,45-54,12,NJ,757,1,0,0,9936.0,125990.0
C0104820,James Davenport,55-64,17,MA,698,1,0,0,8376.0,42017.0
C0104821,Justin Moreno,35-44,14,VA,774,2,1,0,4606.0,230665.0
C0104822,Mario Green,45-54,2,TX,678,3,1,1,20851.0,120942.0
C0104823,Cassandra Fry,55-64,16,MA,686,2,1,0,12617.0,64788.0
C0104824,Dr. Jose Gray DDS,35-44,15,NC,714,2,1,0,12111.0,123793.0
C0104825,Amy Adams,35-44,19,CA,767,3,1,1,12638.0,63025.0
C0104826,Austin Horton,35-44,19,MI,667,3,1,1,55100.0,67650.0
C0104827,Elizabeth Jackson,35-44,19,NY,760,3,1,1,2371.0,98836.0
C0104828,Maureen Cross,55-64,1,NC,717,2,1,0,4889.0,122080.0
C0104829,Christopher Sanchez,65+,13,MI,700,2,1,0,5412.0,68526.0
C0104830,Mitchell Richardson,45-54,19,CA,769,2,1,0,36651.0,248923.0
C0104831,Kelsey Lewis,35-44,20,OH,683,2,1,0,5174.0,140992.0
C0104832,Richard Miller,45-54,11,CA,820,1,0,0,3131.0,26370.0
C0104833,Samantha Carter,55-64,19,TX,712,3,1,1,7137.0,135122.0
C0104834,Mrs. Heather Christensen,35-44,18,NY,726,4,1,1,9186.0,254828.0
C0104835,Sharon Williams,55-64,1,VA,789,4,1,1,34053.0,97531.0
C0104836,Daryl Lowe,25-34,18,OH,727,1,0,0,5138.0,208610.0
C0104837,Michael Carter,25-34,13,CA,773,1,0,0,3551.0,58403.0
C0104838,Susan Johnson,25-34,12,VA,632,1,0,0,2719.0,132015.0
C0104839,James Jenkins,35-44,4,NC,700,3,1,1,5361.0,227778.0
C0104840,Dylan Johnston,55-64,19,FL,737,2,1,0,175674.0,62826.0
C0104841,Kathy Hull,35-44,6,NC,768,3,1,1,12822.0,73263.0
C0104842,Monica Richardson,35-44,9,NY,754,4,1,1,16613.0,121158.0
C0104843,Kathryn White,35-44,6,MI,750,1,0,0,8100.0,49681.0
C0104844,Mrs. Valerie Owens,35-44,20,MA,767,2,1,0,9555.0,144799.0
C0104845,Amy Watts,35-44,10,PA,741,3,1,1,20823.0,128367.0
C0104846,Michael Brown,25-34,3,VA,623,1,0,0,15918.0,107124.0
C0104847,Cynthia Hendricks,45-54,1,CA,784,2,1,0,12320.0,34455.0
C0104848,Phillip Kelly,25-34,20,OH,682,2,1,0,8261.0,62360.0
C0104849,Deanna Edwards,55-64,5,AZ,734,2,1,0,5309.0,71538.0
C0104850,Jennifer Walker,35-44,16,TX,728,4,1,1,13483.0,78687.0
C0104851,Brian Davis,55-64,1,AZ,722,1,0,0,8958.0,70323.0
C0104852,Kelsey Griffith,55-64,18,TX,670,2,1,0,104749.0,50309.0
C0104853,Kimberly Obrien,25-34,14,GA,632,4,1,1,28587.0,163557.0
C0104854,Kevin Mccoy,25-34,5,FL,674,1,0,0,3608.0,344935.0
C0104855,Daniel Sullivan,65+,18,CA,757,3,1,1,1991.0,100683.0
C0104856,Darius Khan,45-54,6,IL,654,4,1,1,5025.0,170373.0
C0104857,Miranda Huber,45-54,20,NC,680,1,0,0,2209.0,37944.0
C0104858,Lisa Wagner,25-34,12,NJ,738,1,0,0,4675.0,129809.0
C0104859,Erin Price,35-44,9,PA,673,1,0,0,2531.0,59848.0
C0104860,Jonathan Russell,45-54,2,GA,695,1,0,0,5473.0,204525.0
C0104861,Sharon Snow,55-64,6,FL,723,2,1,0,5552.0,73949.0
C0104862,Cody Hoover,35-44,2,NJ,732,1,0,0,9668.0,115219.0
C0104863,Alyssa Rodriguez PhD,55-64,18,FL,672,2,1,0,6322.0,248398.0
C0104864,Carl Harper,45-54,3,WA,726,3,1,1,2744.0,161870.0
C0104865,Dana Bennett,25-34,3,FL,737,1,0,0,34818.0,148933.0
C0104866,Michael Baker,35-44,3,MI,662,2,1,0,13142.0,110976.0
C0104867,William Wilson,35-44,20,PA,729,1,0,0,4216.0,42992.0
C0104868,Jennifer Smith,35-44,20,MA,687,2,1,0,2798.0,103562.0
C0104869,Cindy Richardson,45-54,15,PA,725,1,0,0,1393.0,56883.0
C0104870,Brandi Brown,35-44,2,MA,752,1,0,0,1276.0,142465.0
C0104871,Benjamin Martinez,35-44,11,WA,712,4,1,1,28480.0,222004.0
C0104872,Patricia Mitchell,45-54,19,GA,761,3,1,1,25073.0,122550.0
C0104873,Courtney Sanders,45-54,2,GA,755,2,1,0,4019.0,126412.0
C0104874,Ryan Willis,45-54,16,IL,760,3,1,1,41748.0,148043.0
C0104875,Jennifer Jackson,45-54,1,OH,738,2,1,0,16986.0,49189.0
C0104876,Teresa Obrien,35-44,17,OH,769,1,0,0,10341.0,35051.0
C0104877,Angel Hayes,45-54,11,FL,737,2,1,0,22796.0,114039.0
C0104878,Jason Davis,35-44,18,PA,644,3,1,1,17020.0,28084.0
C0104879,Melissa Mathews,35-44,9,AZ,684,4,1,1,9744.0,145759.0
C0104880,Joseph Russell,25-34,16,MA,710,2,1,0,6075.0,41712.0
C0104881,Sandra Mccoy,45-54,17,CA,716,2,1,0,7125.0,198238.0
C0104882,Gail Vasquez,45-54,7,NJ,736,3,1,1,1177.0,136502.0
C0104883,Jeffrey Gibbs,35-44,13,NY,683,2,1,0,3100.0,101824.0
C0104884,Michael Wilson,55-64,10,MI,810,1,0,0,70277.0,153388.0
C0104885,Richard Smith,55-64,9,MI,715,2,1,0,3002.0,141922.0
C0104886,Corey Mooney,25-34,16,AZ,719,1,0,0,879.0,149342.0
C0104887,Christina Myers,45-54,5,NJ,689,2,1,0,23975.0,130143.0
C0104888,Anita Pitts,35-44,3,WA,674,3,1,1,10920.0,69711.0
C0104889,Christian Bryant,65+,10,WA,714,1,0,0,11682.0,255591.0
C0104890,Patrick Garcia,35-44,17,MI,721,2,1,0,6707.0,246523.0
C0104891,Daniel Merritt,35-44,4,OH,716,1,0,0,24171.0,133998.0
C0104892,Robert Hicks,35-44,7,IL,794,1,0,0,50798.0,114609.0
C0104893,Kenneth Washington,35-44,14,IL,714,3,1,1,4334.0,79016.0
C0104894,Jessica Hoffman,45-54,10,IL,716,2,1,0,17317.0,229698.0
C0104895,Lisa Riggs,45-54,13,PA,756,3,1,1,31014.0,302440.0
C0104896,Donna Mccarty,35-44,11,PA,712,2,1,0,4051.0,29302.0
C0104897,Eric Spencer,45-54,17,NC,744,3,1,1,49587.0,79459.0
C0104898,Victoria Deleon,55-64,18,PA,662,1,0,0,30890.0,39449.0
C0104899,David Roy,55-64,9,IL,662,2,1,0,1825.0,50009.0
C0104900,Nancy Rice,45-54,9,NJ,725,2,1,0,54939.0,202597.0
C0104901,Daniel Brewer,35-44,6,PA,709,3,1,1,1944.0,267723.0
C0104902,Becky Garcia,35-44,9,TX,683,2,1,0,3551.0,178207.0
C0104903,Michael Smith,55-64,17,CA,725,1,0,0,18405.0,108693.0
C0104904,Katie Kaiser,55-64,11,VA,729,2,1,0,28276.0,162047.0
C0104905,Amy Roberts,45-54,14,MA,688,3,1,1,9122.0,171293.0
C0104906,Taylor Espinoza,55-64,9,NJ,696,1,0,0,3805.0,176498.0
C0104907,David Aguirre,25-34,15,CA,729,2,1,0,5931.0,257468.0
C0104908,Kyle Armstrong,45-54,15,NC,674,3,1,1,5145.0,197673.0
C0104909,Jennifer Weber,35-44,11,PA,692,1,0,0,22236.0,104709.0
C0104910,Sheila Douglas,25-34,19,PA,744,2,1,0,4979.0,107110.0
C0104911,Maria Malone,45-54,18,AZ,718,3,1,1,3706.0,28217.0
C0104912,Megan Juarez,35-44,4,WA,698,1,0,0,1377.0,143609.0
C0104913,Ann Boyd,65+,5,VA,679,1,0,0,3972.0,46063.0
C0104914,Richard Riley,35-44,20,GA,674,2,1,0,7030.0,331848.0
C0104915,Laura Thomas,55-64,9,NC,714,2,1,0,2087.0,79804.0
C0104916,Elizabeth Barton,55-64,7,AZ,811,3,1,1,999.0,94079.0
C0104917,Laura Sparks,45-54,16,MI,745,2,1,0,26264.0,118053.0
C0104918,Tiffany Zamora,65+,13,NC,660,2,1,0,2439.0,20525.0
C0104919,Ryan Roman,35-44,3,TX,751,2,1,0,1684.0,118417.0
C0104920,Richard Parsons,35-44,2,MA,685,1,0,0,53286.0,119627.0
C0104921,Justin Yu,35-44,17,WA,719,2,1,0,22438.0,301335.0
C0104922,Marcus Johnson,35-44,16,IL,693,1,0,0,27739.0,125800.0
C0104923,Brittney Bowman,55-64,8,NY,811,4,1,1,14857.0,95537.0
C0104924,Jason Snow,45-54,18,MA,668,1,0,0,39091.0,67117.0
C0104925,Carrie Lewis,35-44,3,MA,734,1,0,0,23390.0,332687.0
C0104926,Wendy Perez,35-44,18,OH,689,3,1,1,5360.0,141543.0
C0104927,Erika Bates,45-54,2,NY,753,1,0,0,2257.0,122341.0
C0104928,Marie Roach,55-64,13,VA,733,2,1,0,1738.0,26983.0
C0104929,Mary Hoffman,35-44,17,MI,776,4,1,1,6852.0,163102.0
C0104930,Robert Mitchell,55-64,13,AZ,752,3,1,1,2165.0,100982.0
C0104931,Gregory Russell,45-54,16,NC,688,1,0,0,3111.0,247866.0
C0104932,Vicki Barrera,55-64,7,NC,820,1,0,0,6750.0,162107.0
C0104933,Jessica Johnson,35-44,6,FL,744,2,1,0,43367.0,122267.0
